accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
NC_014567.1	156742	421	0	0.041062124	0	Saimiriine herpesvirus 1, complete genome	10353	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Saimiriine alphaherpesvirus 1	unclassified Saimiriine alphaherpesvirus 1 subspecies/strain	unclassified Saimiriine alphaherpesvirus 1 strain	CSF_6	16547912
NC_016447.1	219474	166	5	0.1030211	0.00137671	Aotine herpesvirus 1 strain S34E, complete genome	50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	unclassified Aotine betaherpesvirus 1 subspecies/strain	unclassified Aotine betaherpesvirus 1 strain	CSF_6	16547912
NC_016448.1	196691	148	0	0.0044163815	0	Saimiriine herpesvirus 4 strain SqSHV, complete genome	1535247	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	unclassified Saimiriine betaherpesvirus 4 subspecies/strain	unclassified Saimiriine betaherpesvirus 4 strain	CSF_6	16547912
NC_023677.1	153158	286	0	0.110151105	0	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome	332937	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640	CSF_6	16547912
NC_024771.1	151601	275	181	0.16237596	0.0721495	Equid herpesvirus 3 strain AR/2007/C3A, complete genome	80341	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	unclassified Equid alphaherpesvirus 3 subspecies/strain	unclassified Equid alphaherpesvirus 3 strain	CSF_6	16547912
NC_029311.1	124049	139	0	0.013478721	0	Leporid herpesvirus 4 isolate LHV4012612, complete genome	481315	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Leporid alphaherpesvirus 4	unclassified Leporid alphaherpesvirus 4 subspecies/strain	unclassified Leporid alphaherpesvirus 4 strain	CSF_6	16547912
V01201.1	5779	374	5	0.5095044	0.0522846	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)	11970	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	unclassified Woolly monkey sarcoma virus subspecies/strain	unclassified Woolly monkey sarcoma virus strain	CSF_6	16547912
X03711.1	2473	146	2	0.12569952	0.0488723	Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene	11777	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	CSF_6	16547912
X92886.1	7451	959	102890	2102.0867	834.479	Echovirus 9 (strain Barty), complete genome	103914	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus 9 strain Barty	Echovirus 9 strain Barty	CSF_6	16547912
MW722956.1	43739	104	0	0.002385923	0	Duck adenovirus 2 isolate GD, complete genome	1520006	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Duck aviadenovirus B	Duck adenovirus 2	Duck adenovirus 2	CSF_6	16547912
KP982873.1	7396	138	0	78.22026	0	Enterovirus G isolate PoEnV-BEL-12R021, complete genome	106966	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus G	unclassified Enterovirus G subspecies/strain	unclassified Enterovirus G strain	CSF_6	16547912
D00627.1	7452	750	97	115.201866	0.786603	Human coxsackievirus A9 genomic RNA, complete genome, strain: Griggs	12067	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Coxsackievirus A9	Coxsackievirus A9	CSF_6	16547912
AY843299.1	7415	583	2364	100.341774	19.2661	Human enterovirus 81 strain USA/CA68-10389, complete genome	318564	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B81	Enterovirus B81	CSF_6	16547912
AY697458.1	7438	206	0	1.375686	0	Human enterovirus 76 polyprotein gene, complete cds	306588	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Enterovirus A76	Enterovirus A76	CSF_6	16547912
AY302546.1	7394	609	15144	314.86996	123.771	Human echovirus 20 strain JV-1 complete genome	47508	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E20	Echovirus E20	CSF_6	16547912
AY302542.1	7437	946	1473	37.949226	11.9691	Human echovirus 16 strain Harrington complete genome	47504	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E16	Echovirus E16	CSF_6	16547912
AF083069.1	7433	754	25484	514.03815	207.186	Echovirus 5, complete genome	40280	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E5	Echovirus E5	CSF_6	16547912
D00835.1	11443	562	39	0.7379793	0.205959	Human immunodeficiency virus 2 proviral DNA, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain	CSF_6	16547912
GQ329670.1	145289	236	0	0.10697331	0	Pseudocowpox virus strain VR634, complete genome	129726	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Pseudocowpox virus	unclassified Pseudocowpox virus subspecies/strain	unclassified Pseudocowpox virus strain	CSF_6	16547912
LT907991.1	12681	414	40	0.46309152	0.190618	Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite	11099	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1	CSF_6	16547912
MF351889.1	32399	220	0	0.27706286	0	Morelia viridis nidovirus strain S14-1323_MVNV, complete genome	2016400	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Pregotovirus heba	Morelia viridis nidovirus	Morelia viridis nidovirus	CSF_6	16547912
KY055429.1	2585	107	3	0.13182752	0.0701322	Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	CSF_6	16547912
KP882477.1	2508	107	3	0.13613231	0.0722854	Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 3 VP3 (VP3) gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	CSF_6	16547912
KY628968.1	157447	327	0	0.037597664	0	Macacine alphaherpesvirus 1 isolate 8100812, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_6	16547912
KY628970.1	157321	466	0	0.025908086	0	Macacine alphaherpesvirus 1 isolate KQ, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_6	16547912
MT862163.1	131245	305	5	0.14854114	0.00230221	Bovine alphaherpesvirus 2 strain C1Z FZR	10295	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	unclassified Bovine alphaherpesvirus 2 subspecies/strain	unclassified Bovine alphaherpesvirus 2 strain	CSF_6	16547912
LS480640.1	155503	2181	11	0.06999543	0.00427475	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	CSF_6	16547912
MF678601.1	144144	467	0	0.044682417	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	CSF_6	16547912
MG989243.1	134617	591	6	0.07717878	0.00269345	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	CSF_6	16547912
NC_004102.1	9646	107	0	0.35762426	0	Hepatitis C virus genotype 1, complete genome	41856	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus C	Hepatitis C virus genotype 1	Hepatitis C virus genotype 1	CSF_11	6998582
AC_000007.1	35937	3453	8708	35.651913	34.6231	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	CSF_11	6998582
NC_003310.1	196858	127	0	0.025840333	0	Monkeypox virus Zaire-96-I-16, complete genome	10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus	unclassified Monkeypox virus subspecies/strain	unclassified Monkeypox virus strain	CSF_11	6998582
AB064595.1	3729	2394	84	3.555183	3.21867	Torque teno virus 27 DNA, complete genome, isolate: CT23F	687366	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 27	unclassified Torque teno virus 27 subspecies/strain	unclassified Torque teno virus 27 strain	CSF_11	6998582
AB111966.1	9060	268	18	0.32861954	0.28388	Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp	233888	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 190cp	Bovine viral diarrhea virus 190cp	CSF_11	6998582
AC090446.27	170275	314	7	0.028961059	0.00587404	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	CSF_11	6998582
AF033814.1	3811	223	18	0.73531824	0.674875	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	CSF_11	6998582
AY037928.1	9472	8447	1120	17.384789	16.8953	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	CSF_11	6998582
AY302547.1	7426	331	19	0.39142385	0.365585	Human echovirus 21 strain Farina complete genome	47509	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E21	Echovirus E21	CSF_11	6998582
AY843304.1	7400	275	2	0.037931036	0.0386179	Human enterovirus 86 strain BAN00-10354, complete genome	318569	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B86	Enterovirus B86	CSF_11	6998582
AY843305.1	7422	210	1	0.028877888	0.0192517	Human enterovirus 87 strain BAN01-10396, complete genome	318570	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B87	Enterovirus B87	CSF_11	6998582
EF155422.1	7417	190	2	0.040181644	0.0385293	Human echovirus AMS721 polyprotein gene, complete cds	433731	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Human echovirus AMS721	unclassified Human echovirus AMS721 subspecies/strain	unclassified Human echovirus AMS721 strain	CSF_11	6998582
FJ025904.1	37860	184	0	0.14099708	0	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	CSF_11	6998582
FN824512.2	45480	152	2	0.2666005	0.00628347	Pigeon adenovirus 1 complete genome, strain IDA4	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	CSF_11	6998582
FR751463.1	3725	356	10	0.39412588	0.383587	Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)	68887	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	unclassified Torque teno virus subspecies/strain	unclassified Torque teno virus strain	CSF_11	6998582
GU550508.1	7394	154	2	0.041413583	0.0386492	Human enterovirus 97 strain 99188/SD/CHN/1999/EV97, complete genome	325446	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B97	Enterovirus B97	CSF_11	6998582
JF304767.1	7664	118	20	5.8840833	0.372876	Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome	990306	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoomikronpapillomavirus	Dyoomikronpapillomavirus 1	Saimiri sciureus papillomavirus 3	Saimiri sciureus papillomavirus 3	CSF_11	6998582
JX017383.1	7408	361	2	0.058280516	0.0385762	Human coxsackievirus B5 isolate 03001N, complete genome	12074	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Coxsackievirus B5	Coxsackievirus B5	CSF_11	6998582
KC617868.1	3780	1997	687	27.867493	25.969	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	CSF_11	6998582
KF703446.1	127320	412	3	0.019462137	0.00336678	Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome	111469	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 8	Retroperitoneal fibromatosis-associated herpesvirus	Retroperitoneal fibromatosis-associated herpesvirus	CSF_11	6998582
KJ541759.1	33452	281	156	1.0435109	0.666335	Ball python nidovirus strain 07-53, complete genome	1986118	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Ball python nidovirus 1	unclassified Ball python nidovirus 1 subspecies/strain	unclassified Ball python nidovirus 1 strain	CSF_11	6998582
KJ755189.1	7417	155	4	0.09618825	0.0770587	Enterovirus B81 isolate 99279/XZ/CHN/1999, complete genome	318564	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B81	Enterovirus B81	CSF_11	6998582
KM269482.1	7875	187	34	1.0524272	0.616905	Encephalomyocarditis virus strain ATCC VR-129B, complete genome	12104	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus A	Encephalomyocarditis virus	Encephalomyocarditis virus	CSF_11	6998582
KM972720.1	4467	118	57	0.6370165	1.82326	Tete virus strain SaAn 3518 glycoprotein precursor, gene, complete cds	35319	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	unclassified Tete orthobunyavirus subspecies/strain	unclassified Tete orthobunyavirus strain	CSF_11	6998582
KP289440.1	7467	434	11	0.22099221	0.210492	Echovirus E14 isolate E14/P843/2013/China, complete genome	47502	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E14	Echovirus E14	CSF_11	6998582
KT149397.1	2985	2985	10000	519.5488	478.68	Circovirus-like genome DCCV-4, complete genome	1788444	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-4	unclassified Circovirus-like genome DCCV-4 subspecies/strain	unclassified Circovirus-like genome DCCV-4 strain	CSF_11	6998582
KT149400.1	3021	373	15	0.9993034	0.709464	Circovirus-like genome DCCV-7, complete genome	1788447	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-7	unclassified Circovirus-like genome DCCV-7 subspecies/strain	unclassified Circovirus-like genome DCCV-7 strain	CSF_11	6998582
KT149406.1	2433	2416	4477	291.67062	262.927	Circovirus-like genome DCCV-13, complete genome	1788441	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-13	unclassified Circovirus-like genome DCCV-13 subspecies/strain	unclassified Circovirus-like genome DCCV-13 strain	CSF_11	6998582
KT353720.1	7190	512	7	0.16306818	0.13911	Echovirus E30 strain 1-B4-TW, complete genome	41846	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E30	Echovirus E30	CSF_11	6998582
KU351741.1	137448	212	10	0.4520532	0.0103956	Macaca nemestrina herpesvirus 7, complete genome	1846169	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Macacine betaherpesvirus 9	Macaca nemestrina herpesvirus 7	Macaca nemestrina herpesvirus 7	CSF_11	6998582
KU707902.1	7394	361	13	0.27263942	0.25122	Enterovirus B83 isolate 246/YN/CHN/08, complete genome	318566	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B83	Enterovirus B83	CSF_11	6998582
KU727766.1	5166	646	106	3.0970893	2.93185	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain	CSF_11	6998582
KU936049.1	137452	2166	1321	2.937022	1.37322	Bubaline alphaherpesvirus 1 strain b6, complete genome	202910	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	unclassified Bubaline alphaherpesvirus 1 subspecies/strain	unclassified Bubaline alphaherpesvirus 1 strain	CSF_11	6998582
KY040274.1	192183	506	32	0.08228794	0.0237917	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2	CSF_11	6998582
KY040275.1	188253	657	4	0.38464034	0.00303604	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	CSF_11	6998582
